title,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,studio,aired_from,aired_to,year,start_season,date_aired,duration_minutes,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,NA,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,Average Rank of Related,Adaptation,Sequel,Side story,Alternative version,Prequel,Summary,Other,Spin-off,Alternative setting,Character,Parent story,Full story
Zero no Tsukaima: Futatsuki no Kishi,TV,Light novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.67,196211.0,1185.0,206.0,305198.0,1193.0,J.C.Staff,2007-07-09 00:00:00,2007-09-24 00:00:00,2007.0,Summer,77 days 00:00:00,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Haruwo,OVA,Original,1.0,Finished Airing,False,PG-13 - Teens 13 or older,4.57,179.0,9330.0,9172.0,613.0,2.0,unknown,2005-05-05 00:00:00,2005-05-05 00:00:00,2005.0,Spring,0 days 00:00:00,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Shin SOS Dai Tokyo Tankentai,Movie,Unknown,1.0,Finished Airing,False,PG-13 - Teens 13 or older,6.07,451.0,7184.0,8048.0,1132.0,3.0,Sunrise,2007-05-19 00:00:00,2007-05-19 00:00:00,2007.0,Spring,0 days 00:00:00,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
One Punch Man,TV,Web manga,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.73,691845.0,44.0,5.0,1020754.0,30747.0,Madhouse,2015-10-05 00:00:00,2015-12-21 00:00:00,2015.0,Fall,77 days 00:00:00,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ero Manga! H mo Manga mo Step-up♪,OVA,Visual novel,2.0,Finished Airing,False,Rx - Hentai,6.91,1617.0,12919.0,4744.0,5384.0,30.0,SmallStudio,2015-12-25 00:00:00,2016-01-29 00:00:00,2015.0,Winter,35 days 00:00:00,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Inyouchuu Etsu,OVA,Visual novel,2.0,Finished Airing,False,Rx - Hentai,6.29,1137.0,12919.0,5772.0,3274.0,20.0,SmallStudio,2011-01-21 00:00:00,2011-08-19 00:00:00,2011.0,Winter,210 days 00:00:00,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SKET Dance: SD Character Flash Anime,ONA,Unknown,16.0,Finished Airing,False,PG-13 - Teens 13 or older,6.69,609.0,4816.0,6408.0,2470.0,1.0,Tatsunoko Production,2011-03-07 00:00:00,2011-10-14 00:00:00,2011.0,Spring,221 days 00:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Black Jack,OVA,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.84,5763.0,809.0,2715.0,19354.0,203.0,SmallStudio,1993-12-21 00:00:00,2011-12-16 00:00:00,1993.0,Winter,6569 days 00:00:00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Terra Formars,TV,Manga,13.0,Finished Airing,False,R - 17+ (violence & profanity),7.13,67171.0,3109.0,640.0,131563.0,459.0,SmallStudio,2014-09-27 00:00:00,2014-12-20 00:00:00,2014.0,Fall,84 days 00:00:00,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Miyamoto Musashi: Souken ni Haseru Yume,Movie,Unknown,1.0,Finished Airing,False,R - 17+ (violence & profanity),6.46,1240.0,5769.0,5163.0,4341.0,3.0,Production I.G,2009-06-13 00:00:00,2009-06-13 00:00:00,2009.0,Summer,0 days 00:00:00,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Puchi Pri*Yucie,TV,Original,26.0,Finished Airing,False,G - All Ages,7.52,3959.0,1584.0,3762.0,9470.0,64.0,Gainax,2002-09-30 00:00:00,2003-03-24 00:00:00,2002.0,Fall,175 days 00:00:00,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Paradise Kiss,TV,Manga,12.0,Finished Airing,False,R - 17+ (violence & profanity),7.9,52745.0,703.0,822.0,105513.0,2043.0,Madhouse,2005-10-14 00:00:00,2005-12-30 00:00:00,2005.0,Fall,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,OVA,Visual novel,4.0,Finished Airing,False,R - 17+ (violence & profanity),7.0,108501.0,3561.0,424.0,183046.0,1174.0,SmallStudio,2013-07-24 00:00:00,2013-07-24 00:00:00,2013.0,Summer,0 days 00:00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Jinki:Extend OVA,OVA,Manga,1.0,Finished Airing,False,R - 17+ (violence & profanity),6.3,931.0,6392.0,6635.0,2215.0,2.0,feel.,2006-02-22 00:00:00,2006-02-22 00:00:00,2006.0,Winter,0 days 00:00:00,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Amon Saga,OVA,Original,1.0,Finished Airing,False,R - 17+ (violence & profanity),5.56,1539.0,8256.0,5708.0,3372.0,1.0,Toei Animation,1986-07-19 00:00:00,1986-07-19 00:00:00,1986.0,Summer,0 days 00:00:00,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Noobow,TV,Unknown,26.0,Finished Airing,False,PG - Children,6.83,12.0,11518.0,12816.0,108.0,1.0,unknown,1995-10-05 00:00:00,1996-03-28 00:00:00,1995.0,Fall,175 days 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Kono Danshi, Uchuujin to Tatakaemasu.",OVA,Original,1.0,Finished Airing,False,G - All Ages,7.04,7750.0,3412.0,2933.0,16566.0,58.0,SmallStudio,2011-10-10 00:00:00,2011-10-10 00:00:00,2011.0,Fall,0 days 00:00:00,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Kotoura-san: Haruka no Heya,ONA,Unknown,6.0,Finished Airing,False,PG-13 - Teens 13 or older,6.11,5123.0,7059.0,3291.0,13103.0,11.0,SmallStudio,2012-12-07 00:00:00,2013-01-11 00:00:00,2012.0,Winter,35 days 00:00:00,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Slayers Excellent,OVA,Light novel,3.0,Finished Airing,False,PG-13 - Teens 13 or older,7.41,7868.0,1993.0,3030.0,15379.0,14.0,J.C.Staff,1998-10-25 00:00:00,1999-03-25 00:00:00,1998.0,Fall,151 days 00:00:00,29.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Inko,OVA,Original,3.0,Finished Airing,False,Rx - Hentai,5.74,1106.0,12919.0,5990.0,2959.0,7.0,unknown,2005-07-29 00:00:00,2005-11-18 00:00:00,2005.0,Summer,112 days 00:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
SF Shinseiki Lensman,Movie,Unknown,1.0,Finished Airing,False,PG-13 - Teens 13 or older,6.25,825.0,6599.0,7108.0,1772.0,5.0,Madhouse,1984-07-07 00:00:00,1984-07-07 00:00:00,1984.0,Summer,0 days 00:00:00,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,OVA,Unknown,1.0,Finished Airing,False,Rx - Hentai,6.04,718.0,12919.0,7165.0,1729.0,9.0,unknown,2013-09-20 00:00:00,2013-09-20 00:00:00,2013.0,Fall,0 days 00:00:00,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SF Lolita Fantasy Ome-1,OVA,Unknown,2.0,Finished Airing,False,Rx - Hentai,5.06,102.0,12919.0,9829.0,420.0,1.0,unknown,1985-07-23 00:00:00,1985-10-05 00:00:00,1985.0,Summer,74 days 00:00:00,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Asagiri no Miko,TV,Manga,26.0,Finished Airing,False,PG - Children,6.26,1660.0,6539.0,4703.0,5486.0,5.0,SmallStudio,2002-07-04 00:00:00,2002-12-26 00:00:00,2002.0,Summer,175 days 00:00:00,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Seireitsukai no Blade Dance,TV,Light novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.09,95267.0,3247.0,420.0,183780.0,735.0,SmallStudio,2014-07-14 00:00:00,2014-09-29 00:00:00,2014.0,Summer,77 days 00:00:00,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Kyokujitsu no Kantai,OVA,Unknown,15.0,Finished Airing,False,PG-13 - Teens 13 or older,6.64,72.0,5020.0,8787.0,760.0,3.0,J.C.Staff,1997-02-21 00:00:00,2018-05-11 00:00:00,1997.0,Winter,7749 days 00:00:00,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Rekka no Honoo: Final Burning,Special,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,7.16,1795.0,2975.0,4977.0,4751.0,9.0,unknown,2004-06-10 00:00:00,2004-06-10 00:00:00,2004.0,Summer,0 days 00:00:00,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Yakata Jukujo,OVA,Visual novel,2.0,Finished Airing,False,Rx - Hentai,6.16,1162.0,12919.0,6155.0,2766.0,6.0,SmallStudio,2007-12-07 00:00:00,2008-03-07 00:00:00,2007.0,Winter,91 days 00:00:00,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Taiyou no Ko Esteban,TV,Novel,39.0,Finished Airing,False,PG-13 - Teens 13 or older,7.71,3077.0,1089.0,4284.0,6893.0,64.0,Studio Pierrot,1982-06-29 00:00:00,1983-06-07 00:00:00,1982.0,Summer,343 days 00:00:00,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Owari no Seraph: Owaranai Seraph,Special,Manga,9.0,Finished Airing,False,PG-13 - Teens 13 or older,7.4,15391.0,2037.0,1902.0,36028.0,121.0,SmallStudio,2015-06-24 00:00:00,2015-09-26 00:00:00,2015.0,Summer,94 days 00:00:00,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
Major S3,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,8.36,25149.0,189.0,1824.0,38471.0,265.0,Studio Hibari,2007-01-06 00:00:00,2007-06-30 00:00:00,2007.0,Winter,175 days 00:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,Movie,Game,1.0,Finished Airing,False,PG - Children,6.6,189.0,5224.0,8042.0,1135.0,5.0,SmallStudio,2014-03-08 00:00:00,2014-03-08 00:00:00,2014.0,Spring,0 days 00:00:00,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
25-sai no Joshikousei,TV,Web manga,12.0,Finished Airing,False,R+ - Mild Nudity,5.5,2630.0,8362.0,2994.0,15798.0,56.0,SmallStudio,2018-01-08 00:00:00,2018-03-26 00:00:00,2018.0,Winter,77 days 00:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Fushigi Mahou Fun Fun Pharmacy,TV,Unknown,48.0,Finished Airing,False,G - All Ages,6.73,156.0,4617.0,7914.0,1202.0,7.0,Toei Animation,1998-02-15 00:00:00,1999-02-06 00:00:00,1998.0,Winter,356 days 00:00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Shakugan no Shana S,OVA,Light novel,4.0,Finished Airing,False,PG-13 - Teens 13 or older,7.45,31477.0,1825.0,1302.0,62305.0,108.0,J.C.Staff,2009-10-23 00:00:00,2010-09-29 00:00:00,2009.0,Fall,341 days 00:00:00,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Hidamari Sketch,TV,4-koma manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.48,17700.0,1695.0,1504.0,51754.0,736.0,Shaft,2007-01-12 00:00:00,2007-03-30 00:00:00,2007.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Sekiranun Graffiti,Music,Unknown,1.0,Finished Airing,False,G - All Ages,7.04,3014.0,3425.0,4940.0,4831.0,11.0,Studio Deen,2011-08-13 00:00:00,2011-08-13 00:00:00,2011.0,Summer,0 days 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Starry Tales: Seiza wa Toki wo Koete,Movie,Original,1.0,Finished Airing,False,PG - Children,5.75,156.0,7908.0,9394.0,538.0,1.0,SmallStudio,2011-03-19 00:00:00,2011-03-19 00:00:00,2011.0,Spring,0 days 00:00:00,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
White Album 2,TV,Visual novel,13.0,Finished Airing,False,PG-13 - Teens 13 or older,7.89,60553.0,730.0,642.0,130954.0,2344.0,Satelight,2013-10-06 00:00:00,2013-12-29 00:00:00,2013.0,Fall,84 days 00:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Seton Doubutsuki: Risu no Banner,TV,Unknown,26.0,Finished Airing,False,G - All Ages,6.69,316.0,4813.0,8617.0,834.0,3.0,Nippon Animation,1979-04-07 00:00:00,1979-09-29 00:00:00,1979.0,Spring,175 days 00:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Konnichiwa Anne: Before Green Gables,TV,Novel,39.0,Finished Airing,False,G - All Ages,7.62,824.0,1299.0,5579.0,3560.0,13.0,Nippon Animation,2009-04-05 00:00:00,2009-12-27 00:00:00,2009.0,Spring,266 days 00:00:00,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Lady Lady!! (1988),Movie,Manga,1.0,Finished Airing,False,G - All Ages,6.72,318.0,4670.0,8719.0,789.0,3.0,Toei Animation,1988-03-12 00:00:00,1988-03-12 00:00:00,1988.0,Spring,0 days 00:00:00,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
